text_no_emoji,lang,translated_text
yesss,tr,Yesss
ok chef,sk,Ok chef
amigo pensé que teniai ombligo,pt,Friend I thought I had a navel
oh,fi,oh
forgive,da,forgive
sir married,lv,sir married
girl made video advertising calvin klein bonus,da,girl made video advertising calvin klein bonus
que campanha interessante,pt,What an interesting campaign
con razón rosalía ya quizo volver con el cabeza de casco,es,Rosalia rightly wanted to go back with the helmet head
cállate,hu,be quiet
lie,fr,lie
que bien come la rosalía,es,how well eat the Rosalia
bonjour chef,fr,hello chef
q isso q isso q íssooo,pt,q this q this q isooo
corduroy understand,es,corduroy understand
yes sir,tr,yes sir
rosalía que bien comes,es,Rosalia that you eat
second part,it,second part
help,nl,help
que bien come mi amiga personal,ca,How good my personal friend eats
você deveria ser preso motivo roubar meu coração,pt,You should be arrested reason to steal my heart
posso ficar horas vendo isso haha,pt,I can spend hours seeing this haha
puedo dejar de verlo,es,I can stop seeing it
preciso desse homem na prisão agora,pt,I need this man in prison now
ñam,es,done
god bless,cy,god bless
yoooo,so,yoooo
misericórdia,es,compassion
nooooooooooooo,so,nokooooooooo
esse ad ta perfeito demais,pt,this ad ta too perfect
rosalía te entiendo adiós raw fuiste bueno,es,Rosalia I understand goodbye raw you were good
ay allahuekber diye ben,tr,I am in the moon Allahuekber
lord,es,lord
wena lip,sw,you lip
ok,sk,ok
quiero subirlo en mis historia de igpero mi moralidad puedeayudennnn,es,I want to upload it in my igro story my morality can helpnnnn
calm jeremy calm,es,calm jeremy calm
yes chef,cy,Yes chef
dvd,sl,dvd
irl adonis,lt,IRL Adonis
yes chef,cy,Yes chef
god bless jaw,hr,god bless jaw
hagan esto con el jk,es,Do this with the JK
um excuse,pt,um Excuse
perché questo video dura venti minuti,it,Because this video lasts twenty minutes
yes chef,cy,Yes chef
te entiendo rosalía,es,I understand you Rosalia
mmmmmmm yes chef,fr,mmmmmmm yes chef
jjajaja,sl,Jjajaja
yo,tr,yo
want see,af,want see
oh jeremy,sk,oh jeremy
roman empire,fr,roman empire
want,sw,want
season video,et,season video
fan girlingggg,da,"In contrast, IR Lin GG advertising"
rosalia provecho nena,sk,Rosalia benefit
going dehydrate want water,af,going dehydrate want water
jajajajajajajaja amo que te acordarás de mí,es,hahahahahahaha I love you will remember me
asking friend,af,asking friend
calvin klein por que diste este tipo de comercial con jungkook,es,Calvin Klein because you gave this type of commercial with Jungkook
yes cheff,cy,yes cheff
que vivan los hombres,es,that men live
glad see got big break,af,glad see got big break
dale rosalia con tode,it,Give Rosalia with Tode
pensaba que podía gustar más jesucristo ayúdame jajajjajajajajja buaaaa menudo bombazo bombonazo bom bom todo madreeeeee,sl,I thought I might like more Jesus Christ Help
ok,sk,ok
talk,fi,talk
te amo,pt,I love you
wooooo chiiiiilllleee,so,Wooooo ChiiiiiLee
okay get,tl,okay get
ottima scelta di grande,it,great choice of great
hehe,de,hehe
still,sv,still
jeremy,hr,Jeremy
omg,sv,omg
yes chef,cy,Yes chef
ovulation kickin,fi,ovulation kickin
ya seee,so,of Seee
hayaller calvin klein hayatlar,tr,Dreams Calvin Klein Lives
well,cy,well
biennm,de,biennm
eternamente lip gallagher,no,Eternally Lip Gallagher
la rosalía triunfó,es,The Rosalia triumphed
oh thank damn,id,oh thank damn
ah ouais,id,ah yeah
one passed,et,one passed
mean,ro,mean
ommioddio,cy,omo
belo,hu,belo
lip grew,af,lip grew
trying murder,no,trying murder
non rien,it,no nothing
bueno bueno,es,Good good
lip,tl,lip
vibe,lv,vibe
creo q veré bear por la jajsjsjs,sl,I think I will see Bear for the JSJSJS
feels old good,nl,feels old good
ora,pt,ora
mom,sk,mom
woah,pl,woah
grazie calvin klein la pubblicità che ci meritiamo per il deserve spot new,it,Thanks Calvin Klein the advertising that we deserve for the desert spot new
arf arf arf,cy,inherited inheritance
screaming juicing,ro,screaming juicing
oh lorddddd,cy,oh lorddddd
rosalía god bless,ca,rosalía god bless
name greek god,af,name greek god
eso lo explica todo,es,that explains everything
god save calvin klein,hr,god save calvin klein
w print,pl,w print
realize working calvin klein,nl,realize working calvin klein
jppo,sl,jppo
unwell,cy,unwell
sold,da,sold
yes chef,cy,Yes chef
oh hello,cy,oh hello
yes chef,cy,Yes chef
meu deus,fr,my God
bro lookin good,so,bro lookin good
tra il video e commenti non cosa sia meglio sto morendo dal ridere,it,Between the video and comments not what is best I'm dying from laughing
genius,lt,genius
bro chill,cy,bro chill
see,af,see
well done calvin well done,it,well done calvin well done
gracias por tanto calvin klein,es,Thanks for both Calvin Klein
mercy,cy,mercy
man,tl,man
chica qué dices,fr,What do you say
sácate bañar lupe,es,bathroom
yas chef,sw,Yas chef
ahora te entiendo rosalia,es,Now I understand you Rosalia
yes,tr,yes
yo fijé en jeremy por la serie shameless desde entonces pude ignorar su bella existencia,es,I set Jeremy for the Shameless series since then I could ignore its beautiful existence
beautiful,fr,beautiful
é sempre um prazer ver um homem usando uma cueca calvin klein,pt,It is always a pleasure to see a man using a Calvin Klein underwear
ahahah che ci fa lui,so,hahaha who makes us
doves rest hard work put divine melted,nl,doves rest hard work put divine melted
oops,af,oops
omgomgomg,tl,Omgomgomg
coññoooo,es,coññoooo
esse homem devia ser preso por sao tão gostoso,pt,This man should be arrested for are so tasty
que envidia,es,What envy
bring much,tl,bring much
che cosa sto guardando,it,What I'm looking at
pasan cosas,tl,Things happen
going cry,cy,going cry
grazie ottimo lavoro,it,thanks great job
like rosalia,et,like rosalia
yes chef,cy,Yes chef
nice physique bro,fr,Nice Physics Bro
de los tíos más top del planeta se lo está llevando aquí una catala ole mi,es,"Of the most top uncles on the planet, a catala is being taken here ole my"
yes,tr,yes
yo esperando q saquen un vídeo de jungkook así,es,I hoping that they will take a Jungkook video like this
io sono esterrefatta,it,I am amazed
por que dura tanto este video,es,Why does this video last
yes chef,cy,Yes chef
bark,so,bark
shame game,so,shame game
hola que tal muy buenas tardes,es,"Hello, how are you very good afternoon"
boi,cy,boi
good lord,so,good lord
lord,es,lord
ah,so,ah
klein best,af,small
encnta,es,crash
atunnnaaaa,fi,Come on
song playing song,tl,song playing song
yes chef,cy,Yes chef
omg,sv,omg
shop asking,af,shop asking
biblical,it,biblical
good god,cy,good god
caramelito,ro,caramelito
jesus enjoy,hr,jesus enjoy
mean,ro,mean
also meee,nl,also meee
todo eso se come la rosalía,es,All that eats the Rosalia
todas somos rosalía,es,We are all Rosalía
rosalía knowsssss,fi,rosalía knowsssss
yesss daddy chef,cy,yesss daddy chef
calvin klein work,af,calvin klein work
mama mia,sw,Mama Mia
haaaaan,so,Haaaa
pls,lv,pls
yes chef,cy,Yes chef
ti giuro amo,lt,I swear I love
yes,tr,yes
eu queria tanto tanto tanto tanto estar dentro dessa arca de noé,pt,I wanted so much so much so much inside this noah ark
omg,sv,omg
que isso gente,fr,that people
rosalia le gusta este vídeo,es,Rosalia like this video
female hornballs worse den male hornballs,nl,female hornballs worse den male hornballs
better man,no,better man
lmao comments,fr,lmao comments
love,sl,love
bloody hell,cy,bloody hell
beauty,id,beauty
el comercial está bien pero parece exagerado que dure horas,es,The commercial is fine but it seems exaggerated that lasts hours
yes chef,cy,Yes chef
rosalía muy bien,es,Rosalia very well
blessing day lip,tl,blessing day lip
future baby daddy,cy,future baby daddy
gurl,id,gurl
uma obra de arte,pt,A WORK OF ART
already dead gone,cy,already dead gone
sinister,de,sinister
god,cy,god
sat,tl,sat
would like side meal thank,af,would like side meal thank
esto sí que está encendío,es,This is turning on
good taste,et,good taste
oh,fi,oh
vale ya entendí mi rosi,es,Ok I already understood my rosi
porqué el video tarda hora,es,Why the video takes time
lawd,cy,they
oh boy,cy,oh boy
ya tiene su vídeo fav del eso que recién arrancó,es,It already has its FAV video of that that just started
congrats,ca,congrats
lip,tl,lip
lo estoy viendo en loop,es,I'm seeing it in loop
yes chef,cy,Yes chef
provecho rosalía,sk,Product Rosalia
gf come kill,da,gf come kill
oh god,cy,oh god
get,nl,get
ok lip,tl,ok lip
sight see,af,sight see
oh god whyyyyyyy,cy,oh god whyyyyyyy
get people buy underwear,af,get people buy underwear
rosalia motomami tu muy bien,lt,Rosalia Motomami your very good
giving biggg energy,no,giving biggg energy
lip doin,ro,lip doin
winner,de,winner
jesus christ,sk,jesus christ
better man,no,better man
hottttttttttt,fi,hottttttttttt
yes chef,cy,Yes chef
diying,tr,Enemy camp
nada mal hein,so,Nothing bad huh
good heavens,nl,good heavens
step,ro,step
jesus christ,sk,jesus christ
omg magic,tl,omg magic
venerada,sl,Venerated
buon natale,tl,Merry Christmas
damnit,id,damnit
lorddd,cy,lorddd
beh che dire,de,Well what to say
lip gallagher man,tl,lip gallagher man
thing girl,vi,thing girl
pelo amor de deus,pt,for God's sake
good god,cy,good god
look like lil mama,et,look like lil mama
make ads,id,make ads
yes chef,cy,Yes chef
jesus christ,sk,jesus christ
dios mio,lt,my God
mamm e tutt e mamm,sv,Mother a stitch a mom
thinking thing lol,vi,thinking thing lol
que absurdo,es,How absurd
yes chef,cy,Yes chef
kidding,af,kidding
porcoddio,cy,porcoddio
di mi nombre,it,Say my name
oh lordddd,cy,oh lordddd
amém,hu,amen
yes chef,cy,Yes chef
te entiendo rosalia,es,I understand you Rosalia
omg,sv,omg
dopo che ho visto shameless questo è illegale aiuto,it,After I saw Shameless this is illegal help
yess,tr,Yess
liiiiiiiiippppppppp,fi,LiI iiiipPppppppp
diossssssssssss,fi,diossssssssssss
regardé combien de fois heu chaise,fr,Look how many times heu chair
yes chef,cy,Yes chef
rosalía come bien,es,Rosalia eats well
wow,pl,wow
insane,tl,insane
passando mal,tl,sick
god heaven,hr,god heaven
rosalia come bien,it,Rosalia eats well
yes chef,cy,Yes chef
así deberian publicar más otros artistas se crece el negocio,es,Thus they should publish more other artists the business grows
jesus christ,sk,jesus christ
siiii todo lo que quieras cheff,es,If everything you want chef
minha nossa senhora,pt,My Our Lady
oh god,cy,oh god
love man,sl,love man
qualcuno mi aiuti perché è la sesta volta che lo riguardo,it,Someone help me because it is the sixth time I respect him
el like de rosa la amo,es,I love pink
hehhehheee,nl,hehhehheee
yes chef,cy,Yes chef
ya entendí,es,I already understood
oh este hombre,fr,Oh this man
shows hanging lol,tl,shows hanging lol
te amo cada día más,es,I love you every day more
la rosy ha capito tutto,it,Rosy understood everything
chef,cy,chef
jesusssss,fi,jesusssss
grazie mille,it,A thousand thanks
okay,tl,okay
q suerte la rosalia,es,How lucky the Rosalia
woof wooof wooooff,af,woof wooof wooooff
e como sempre objetificarei vos,pt,And as I will always objectify you
lip,tl,lip
unreal,ro,unreal
oido chef,cy,Oye chef
tra trá,vi,traumatize
best film ever seen,da,best film ever seen
speechless,de,speechless
bajo de la,es,under the
yes chef,cy,Yes chef
oh,fi,oh
è vabbè,it,it is oh well
oh man,id,oh man
lip,tl,lip
jesus,hr,jesus
okay,sw,okay
yeah girlfriend,tr,yeah girlfriend
god mercy,cy,god mercy
best calvin kleinever,nl,Best Calvin Kleinever
capisco rosalía,es,I understand Rosalía
ya va dos jajajaja marca su territorio jajaja,hr,There is two hahahaha marks its territory hahaha
minha baba ta literalmente pingando da minha boca,pt,My drool is literally dripping from my mouth
eita meu coração não aguenta tanta emoção,pt,Jeez my heart can't stand so much emotion
ah bueno ok,so,Ah well ok
need medical assistance,it,need medical assistance
rosalía en un inicio dudé pero ahora queda claro jajajaja lo importante son los sentimientos,es,"Rosalia initially doubt but now it is clear hahahaha, the important thing is the feelings"
yes chef,cy,Yes chef
cueca branca sem freada é muito bonita,pt,White underwear without braking is very beautiful
sign film videos,da,sign film videos
omg watching min,tl,omg watching min
vaya dieta está siguiendo la rosalía,es,What a diet you are following the Rosalia
nossa apaga isso pelo amor,tl,Wow erases it for love
te,sq,the
noi,fi,We
jeeeeayysus,fi,Jeeaeysyusus
moto mami,lt,Moto Mommy
yes chef,cy,Yes chef
unapologetically male,it,unapologetically male
meu ursão,pt,My Bear
rosalía,es,rosalia
rauw lo pierde todo,es,Rauw loses everything
god,cy,god
tienes razón tienes razón,es,You're right you're right
aiuto,lt,help
olha sua dm anjo,pt,Look at your angel
cavalo,it,horse
vabbè,hu,alright
oui chef,fr,yes chief
ok better make posters need,af,ok better make posters need
si,fi,and
parameter exists,ca,parameter exists
amén,hu,amen
oh,fi,oh
god,cy,god
genius,lt,genius
yes chef,cy,Yes chef
sweet lord,af,sweet lord
uuummmmmmm,fi,uuummmmmmmmm
geniaaa total rosalia,fi,Geniaaaa Total Rosal
love man,sl,love man
te entiendo,nl,I understand you
cannot calm,it,cannot calm
queeeeeeeee fuerte,es,queeeeeeee strong
uuugh fiiiine,so,uuugh fiiiine
mi wuasha rosalía cuánto sabe,so,My Wuasha Rosalia how much do you know
yesss,fi,Yesss
byeeeeee,af,Byeeee
yes,tr,yes
te entiendo rosalia,es,I understand you Rosalia
roman empire,pt,roman empire
avisa carteiro que agora eu moro aqui,pt,warns postman that now I live here
yes chef,cy,Yes chef
por,sl,by
rosalía llévalo la luna por mi,es,Rosalia take it the moon for me
sheeeshhh,sq,Sheeeshhh
la rosalia le dio like,it,Rosalia le god likes
gay,so,gay
omggg,tl,around
rosalía mi patrona,es,Rosalía My Patroness
parto,it,part
mi viene un da piangere,it,I get a crying
rosalía liking video roman empire,es,rosalía liking video roman empire
ele não é inocente,pt,He is not innocent
homem gostoso cabrunco,pt,Hot man cabrunco
yes chef,cy,Yes chef
yes chef yes chef,cy,Yes Chef Yes Chef
valenti valenti,fi,Valenti Valenti
fine,it,fine
oh god,cy,oh god
se pasaron,tl,They passed
rosalía da puntada sin hilo qué tia más grande,es,Rosalia gives stitch without thread how big aunt
entonces rosalia le da like,es,Then Rosalia Like
derrito,es,I Derrito
ufff rosalía es feliz,es,Ufff Rosalia is happy
yes chef,cy,Yes chef
al fin la gente nos entiende los que lo amamos desde shameless,es,At last people understand us those who love him from Shameless
friend,da,friend
lip come longggg way,tl,lip come longggg way
yes chef,cy,Yes chef
sim chefe,de,yes boss
bingo calvin klein,nl,bingo calvin klein
ei ciao come stai,pt,and hello how are you
ok chef see,nl,ok chef see
que envidia da la rosalia,es,What envy gives rosemary
obra de arte,es,work of art
rosalia fight,it,rosalia fight
rosalía ahora te entiendo,es,Rosalia now understand you
yes chef,cy,Yes chef
eu viveria de água se ele estivesse junto e isto bastaria,pt,I would live with water if he were together and that would be enough
yes chef,cy,Yes chef
omg,sv,omg
shameless dude chef de restaurant et egery,fr,Shameless Dude Restaurant and Egery
always lip,tl,always lip
padre cielo,es,Sky Father
yes,tr,yes
auxilio,fr,help
te pago,tl,I pay you
love man,sl,love man
il mio cuore è tuo,it,My heart is yours
madre de dios del amor hermoso,es,Mother of God of Beautiful Love
christ bike,de,christ bike
repeat,ro,repeat
te entiendo rosalia,es,I understand you Rosalia
watching loop songyeah song,tl,watching loop songyeah song
gracias chef,es,Thanks chef
reina reina guapa guapa,pt,Queen pretty pretty
remember episode shameless,da,remember episode shameless
yes chef,cy,Yes chef
que bien come la motomami,es,how well eat the motomami
love celvin klein,sl,love celvin klein
xquante volte hai visto questo video iosi,it,Xquading times you have seen this video iosi
esto debería tener el aviso de amágenes sensibles,es,This should have the notice of sensitive love
jajajajajaja amoooooo,et,hahahahaha love
mariana le gusta esto,es,Mariana liked this
ahahahahha,so,aahphahhahaha
best calvin klein ad looooong time,af,best calvin klein ad looooong time
rosalia te entendí desde el primer momento ahora te entiendo aun más,es,Rosalia I understood you from the first moment now I understand you even more
yes chef,cy,Yes chef
que isso chef,fr,that this chef
perdí la cuenta de cuántas veces vi,es,I lost the account of how many times I saw
vaya chef,sw,What a chef
bimbe di lip,id,Lip girls
oh por dios,pt,Oh for God
quedé sin aire aiudaaaa,so,I was left without aiudaaa
ok lang di see ya ingon ana ka intense,id,ok just the nose
yes chef,cy,Yes chef
una cantante española,es,A Spanish singer
perfect,ca,perfect
yes chef,cy,Yes chef
girl dinner,no,girl dinner
woof,af,woof
words,af,words
igual quiero mi jungkook,et,I still want my jungkook
yess,tr,Yess
omg,sv,omg
ok chef,sk,Ok chef
barking,id,barking
rosalía liked lol,et,rosalía liked lol
sexy,so,sexy
yes chef,cy,Yes chef
yes chef,cy,Yes chef
лучше б вы так чонгука фотографировали,ru,Better if you took pictures so Jungkook
gloria deus,ca,Glory
yes,tr,yes
ya pero cheeeefffff,cy,Already but Cheeeefffff
limit,sq,limit
welcome,nl,welcome
sweet jesus,nl,sweet jesus
n rosalia dating man,tl,n rosalia dating man
divinità,it,divinity
omfg,no,omfg
best one,nl,best one
yes chef,cy,Yes chef
mis hijos preguntándome por qué suena tanto esta canción,es,My children wondering why this song sounds so much
yes chef,cy,Yes chef
joker,fi,joker
yes chef,cy,Yes chef
yes chef,cy,Yes chef
yes jeff,hu,yes jeff
si chef,it,Yes chef
por qué este video dura horas,pt,Why this video lasts hours
io ti adorooo,it,I love you
madonnaaaaaa,so,Madonnaaaaaaa
que bien come mi rosalía,es,how well eat my Rosalia
kill,fi,kill
bueno,es,bueno
é uma sacanagem um video,pt,It's a slutty a video
j jeremy,hr,J Jeremy
go make sandwich,sw,go make sandwich
meu deus que iaso,fr,My God who was
man,tl,man
legs meowoqowow,pl,legs meowoqowow
jeremy le prendió fuego esta onda,es,Jeremy set fire to this wave
jv caner,hr,jv caner
uffff,cy,Ufffff
direi,de,I would say
paleee,fi,Palee
sim chef,de,yes chef
mom keep listening oh reason,et,mom keep listening oh reason
jajajaja jajajaja en bucle,sl,hahahaha hahahaha in loop
stroke,sk,stroke
ke,et,the
de shameless al mundo pa,pt,from shameless to the world pa
god,cy,god
rosalía ta bien alimentada,es,Rosalia ta well fed
time,sq,time
yes chef,cy,Yes chef
tired haha,so,tired haha
yes chef,cy,Yes chef
video end,es,video end
omg,sv,omg
shot da bundinha foi revigorante amém chef,pt,Shot da Bundinha was invigorating Amen chef
madre mía rosi,es,Mía Rosi mother
ah ok,so,ah ok
que isso meu calvin claru,ca,That this my Calvin Claru
سرما میخوری عزیزم,fa,You eat cold baby
tutto bene,it,Everything OK
que homem,fr,what a man
q bien come la rosalía,es,Q well eat the rosalia
yes chef,cy,Yes chef
fall love,it,fall love
alguém quantas vezes viste vídeo eu sim,pt,Someone How many times have you seen video I yes
lives rent free mind mi eres humilde mi chiquita,fr,Lives rent free mind mi you are humble my little
yes chef,cy,Yes chef
rosalia girl,lt,rosalia girl
kidding,af,kidding
rip,hr,rip
encanta que estes caminando tan apurado subiendo esas escaleras frenéticamente para llegar al rooftop tiempo para ponerte en bolas para nosotros solo excelente actor desde shameless si también generoso con su cuerpa rey,es,He loves that you are walking so hurried up those stairs frantically to get to the rooftop time to put on balls for us only excellent actor from Shameless if also generous with his king body
lol amen gurl,es,lol amen gurl
partiéndome en los comentarios de la yo también lo entiendo,es,Partying in the comments of the self I understand it
te entiendo rosalia,es,I understand you Rosalia
rosalia get,it,rosalia get
quebra tudo lip gallagher,es,Break Tudo Lip Gallagher
ovulation,fi,ovulation
die,af,die
damn lip gallagher,tl,damn lip gallagher
yes jeff,hu,yes jeff
get tank top,af,get tank top
omg better picture,no,omg better picture
rosalia chat like yup,id,rosalia chat like yup
woooof wooof woof,af,woooof wooof woof
yes chef,cy,Yes chef
love,sl,love
la rosalía,es,The Rosalia
te rezo rosalia te rezo llévalo la luna por mi,es,I prayed to you Rosalia I pray to you the moon for me
oh goodness,sl,oh goodness
sangue cordeiro,pt,lamb blood
hasta abrí la boca,es,I even opened my mouth
limit exist,ro,limit exist
girl dinner,no,girl dinner
la concha de mi vidaaaa,es,The shell of my lifeaaa
damn hot,sv,damn hot
yes chef,cy,Yes chef
si,fi,and
hell yes chef,cy,hell yes chef
rosalía cae para arriba,es,Rosalia falls up
omfg,no,omfg
drooled,cy,drooled
magnificent,it,magnificent
en hora buena,es,In good time
needs content warning,nl,needs content warning
repeat,ro,repeat
protejeme señor con tu espíritu,es,Protect me Lord with your spirit
eterno lip,it,eternal lip
pero vamos ver,lt,But let's see
take money,fi,take money
oh gattos,it,oh gattos
j aurais jamais cru,lt,I would never have believed
el mejor spot publicitario que habéis hecho en vuestra vida la vd,es,The best advertising spot that you have made in your life the VD
ooo know,so,ooo know
cannot keep seeing like twin,af,cannot keep seeing like twin
stop,cs,stop
big marky mark energy,no,big marky mark energy
see,af,see
yes chef,cy,Yes chef
made buy,so,made buy
es lo mejor q pasó,es,It's the best thing that happened
faa aguante shameless,so,Faa Aguante Shameless
cannot,it,cannot
oh friggin christ,de,oh friggin christ
cannot,it,cannot
masculinity finest,ro,masculinity finest
yes chef,cy,Yes chef
si todo,it,Yes everything
nico,es,nico
obsessed,et,obsessed
rosalia bendita seas entre todas las mujeres,es,Rosalia blessed be among all women
watch,sw,watch
yes chef,cy,Yes chef
bad wish shadows dark,so,bad wish shadows dark
non cosa dire,it,not what to say
omg,sv,omg
por que meu deus por que,fr,Why my God why
yes chef,cy,Yes chef
presa nesse vídeo,pt,Arrested in this video
goodness meeeeeee,nl,goodness meeeeeee
dios mio,lt,my God
daddyyy,cy,daddyyy
omg,sv,omg
eita,de,not
válgame jesús el niño rosalía mi patrona,es,JESUS ​​THE CHILD ROSALÍA MY PATRONA VALGE
мужик мечты,ru,A man of dreams
literally looks like greek god,af,literally looks like greek god
perdão,pt,forgiveness
lol,es,lol
senhooooorrr q homemmmm linnndooooooooo,nl,senhooooorrr q homemmmm linnndooooooooo
wants,sw,wants
wants bad,so,wants bad
stop,cs,stop
donatella versace,it,Donatella Versace
oh okay yeah,so,oh okay yeah
husband,sw,husband
lol,es,lol
raap op,af,turn
dio un infarto,it,He gave a heart attack
ke varon por favor,sl,Ke man please
te entiendo rosalía,es,I understand you Rosalia
wow,pl,wow
que isso chef,fr,that this chef
follia,cy,follia
god,cy,god
muy buenos días que vivan los hombres,es,very good morning that men live
yes chef,cy,Yes chef
sir,lt,sir
oh godddddddddd,cy,oh godddddddddd
pure il video,it,also the video
deus abençoa,pt,God bless
dios mio,lt,my God
meu e da rosalia,pt,MY AND ROSALIA
perfect af,ro,perfect af
mi è salita la febbre,it,I got the fever
yes chef,cy,Yes chef
nossa,pt,our
el,es,he
okay,fi,okay
siento un poco bien,es,siento un poco bien
greek god man,af,greek god man
que bien come la,fr,how well eat the
quien es rosalia,es,who is Rosalia
bizcochito,it,Biscuit
wow,pl,wow
gozando con pop corn,es,enjoying pop corn
auxilio,fr,help
groetjes,sq,greetings
delia io sto morendo,it,Delia I'm dying
complimenti alla mamma,it,Congratulations to the mother
gay cells dying,cy,gay cells dying
illegal,it,illegal
yes daddy mean yes chef,cy,yes daddy mean yes chef
rosalía ídola total,es,Rosalia Total Idola
vabbeeeeee,nl,vabbeeeeee
gracias calvin,es,Thanks Calvin
ovaries exploded,ca,ovaries exploded
h,vi,h
best video days,da,best video days
italy say ammazza,tl,Italian C what
madre mía madre mía madre mia rosalía,es,my mother my mother my rosalia
omg,sv,omg
epic,ro,epic
rosalía tu yo somos amigas,es,Rosalia your self we are friends
hehe,de,hehe
better work,af,better work
ay dios miooooo,so,is God miooooo
si todos estos comentarios fuesen de hombres vaya que nos criticarían,es,If all these comments were from men that they would criticize us
omg,sv,omg
dame taquito,pt,Give me taquito
poor guy,es,poor guy
rosália eu vio primeiro mas pronto,pt,Rosalia I VI first but ready
el like de rosalía chica que dice jaja,es,The Like of Rosalía Chica that says haha
lo siento pero rosalía reinona,es,I'm sorry but Rosalia Reinona
te entendemos rosalia,es,We understand you Rosalia
anyone say yum,tl,anyone say yum
lipp arena,sv,Lipp arena
aiuto,lt,help
cétait vraiment bien shameless,fr,It was really good Shameless
nice underwear,de,nice underwear
amiga sé cuánta veces visto esta vaina necesito intervención,es,Friend I know how much times this pod I need intervention
que hombre,fr,What a man
saved favorites,no,saved favorites
yes chef,cy,Yes chef
si rosalia esta feliz yo también,es,If Rosalia is happy too
happy,fi,happy
big jaw,so,big jaw
quero jungkook,es,I want Jungkook
make trans,hr,make trans
sono contenta per lui,it,I'm happy for him
backup husband miles teller,da,backup husband miles teller
yes chef,cy,Yes chef
great start,ro,great start
prefiero rauw,ro,I prefer Rauw
one bank,af,one bank
come get man,fr,come get man
acabo de morir bye,es,I just died bye
lo preferivo come lip,it,I preferred it like lip
delta galil industries,et,delta galil industries
rosália já deu curtida dela pra gente não ficar cima homi dela hahahha,pt,Rosália already gave her like her not to stay up of her hahahha
rauw le ha gustado este video,es,Rauw liked this video
oh rosalia see,fi,oh rosalia see
damn,id,damn
la rosalosabia,es,the rosalosabia
él es el nuevo novio de rosalía,es,He is Rosalía's new boyfriend
nice,pl,nice
wait minuteeeeee,nl,wait minuteeeeee
pls,nl,pls
rosalia sabe cosas,es,Rosalia knows things
hot damn,sv,hot damn
pues ya todxs entendemos la,es,"Well, we already understand the"
love god,sl,love god
hai capito lip,it,You understand LIP
rosalía ya te entiendo,es,Rosalia I understand you
ok lip gallagher,tl,ok lip gallagher
good god chef,cy,good god chef
ahora comprendemos la rosalia,es,Now we understand the Rosalia
real,ro,real
la rosalía ta comiendo fibra,es,The Rosalia ta eating fiber
yes chef,cy,Yes chef
enamorá de tú pistola roooja amapola,sk,Fall in love with your roooja pistol
santo dios,it,Holy God
si chef,it,Yes chef
need get shape,nl,need get shape
well daaaaamn,so,Well daaaaamn
iconic,it,iconic
damn chef,cy,Damn Chef
jeremy por favor,sk,Jeremy please
de comments zijn whole meal,nl,The comments are Whole Meal
ahora si que si entiendo todo muy buen cambio reina,es,Now that if I understand everything very good change queen
gracias calvin tqm,es,thanks to Calvin tqm
mi sento male,it,I feel bad
wth,cy,wth
si si el bóxer ajá pero él,ca,Yes the ajá boxer but he
omg signal,tl,omg signal
wow che caldo sembra di stare rio de janeiro,it,Wow how hot it seems to be Rio de Janeiro
rosalía metió cambiazo,es,Rosalia put change
si però,ca,yes though
guy ig,tl,guy ig
words,af,words
lip went modeling,nl,lip went modeling
trípode,sk,tripod
sweet baby jesus,af,sweet baby jesus
wow que gran marca de ropa interior guardare este video para conocerla más,es,wow that great underwear will save this video to know it more
jesus cristo,hr,Jesus Christ
yes chef,cy,Yes chef
repeat,ro,repeat
por qué nunca se acaba este video,es,Why this video never ends
guay,tl,guay
stop,cs,stop
buen provecho,sk,enjoy
sto male,it,I feel bad
bird video,tr,bird video
babei,so,Babel
tell dude went pizza face ck,it,tell dude went pizza face ck
jk pls lol,nl,jk pls lol
هاي شنيهاي,fa,Sandis
rosa ta comiendo bien,es,Rosa ta eating well
oh,fi,oh
rosalia le gustó esta publicación,es,Rosalia liked this publication
felicidades por el cambiazo hermana mil veces mejor te lo mereces,es,Congratulations on the change sister a thousand times better you deserve it
preciso de uma campanha com jk assim,pt,I need a campaign with JK like this
diosito lo bendiga mucho,es,God bless you a lot
ok see youu,fi,ok see youu
yes chef,cy,Yes chef
couch,fr,couch
love,sl,love
rosalía te rezo,es,Rosalia prayed to you
yes chef,cy,Yes chef
yes chef,cy,Yes chef
oh,fi,oh
oh see,fi,oh see
desde que alguien dijo que era igualito que fiti de los serrano dejo de,es,Since someone said it was the same as Fiti de los Serrano left
happy,fi,happy
love,sl,love
woahhhhh chef,cy,woahhhhhhh
secondo non è legale,it,second is not legal
todo esoo rosy,es,todo aceo dew
gracias dios,es,Thank God
gracias,es,gracias
amén,hu,amen
amar,so,amar
que bien comes,es,How well you eat
girl,tr,girl
man beautiful nobody tell anything different,cy,man beautiful nobody tell anything different
rosalia,lt,Rosalia
solo vine ver los comentarios salí con las mismas calugas que el protagonista,es,I just came to see the comments I went out with the same calugas as the protagonist
yes,tr,yes
marky mark vibes,sv,marky mark vibes
lo que se come rosalia,es,What Rosalia is eaten
dios mío,pt,my God
yes,tr,yes
like como rosalía,es,Like like Rosalia
que come bien rosalia,es,who eats Rosalia well
todo eso se come rosalía representas hahaha,es,All that eats Rosalía Repreasas hahaha
esto,fr,this
